,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,47,0,49,1,133,1,1,4,14,9,0.1,0.1
1,1,CARD_COMP,47,0,49,1,133,1,1,4,14,9,0.1,0.1
2,1,CLF_COMP,82,35,147,1,147,1,1,4,14,9,0.1,0.1
3,1,CLF_UNION,82,35,147,1,147,1,1,4,14,9,0.1,0.1
4,1,ORD-INTER,82,35,133,1,133,1,1,4,14,9,0.1,0.1
5,1,ORD-UNION,47,0,49,1,49,1,1,4,14,9,0.1,0.1
6,1,ORD-COMP,47,0,49,1,49,1,1,4,14,9,0.1,0.1
7,1,ORD-COMP,47,0,49,1,49,1,1,4,14,9,0.1,0.1
8,2,CARD,61,5,72,3,109,2,1,4,14,9,0.1,0.1
9,2,CARD_COMP,61,5,72,3,109,2,1,4,14,9,0.1,0.1
10,2,CLF_COMP,76,34,138,3,139,2,1,4,14,9,0.1,0.1
11,2,CLF_UNION,76,34,138,3,139,2,1,4,14,9,0.1,0.1
12,2,ORD-INTER,62,20,92,3,93,2,1,4,14,9,0.1,0.1
13,2,ORD-UNION,47,5,56,3,57,2,1,4,14,9,0.1,0.1
14,2,ORD-COMP,47,5,56,3,57,2,1,4,14,9,0.1,0.1
15,2,ORD-COMP,47,5,56,3,57,2,1,4,14,9,0.1,0.1
16,3,CARD,68,2,74,6,105,3,1,4,14,9,0.1,0.1
17,3,CARD_COMP,68,2,74,6,105,3,1,4,14,9,0.1,0.1
18,3,CLF_COMP,74,34,136,6,139,3,1,4,14,9,0.1,0.1
19,3,CLF_UNION,74,34,136,6,139,3,1,4,14,9,0.1,0.1
20,3,ORD-INTER,58,6,70,6,73,3,1,4,14,9,0.1,0.1
21,3,ORD-UNION,54,2,58,6,61,3,1,4,14,9,0.1,0.1
22,3,ORD-COMP,54,2,58,6,61,3,1,4,14,9,0.1,0.1
23,3,ORD-COMP,54,2,58,6,61,3,1,4,14,9,0.1,0.1
24,4,CARD,53,20,80,9,97,3,1,4,14,9,0.1,0.1
25,4,CARD_COMP,53,20,80,9,97,3,1,4,14,9,0.1,0.1
26,4,CLF_COMP,68,27,120,9,125,3,1,4,14,9,0.1,0.1
27,4,CLF_UNION,68,27,120,9,125,3,1,4,14,9,0.1,0.1
28,4,ORD-INTER,56,6,68,9,73,3,1,4,14,9,0.1,0.1
29,4,ORD-UNION,52,2,56,9,61,3,1,4,14,9,0.1,0.1
30,4,ORD-COMP,52,2,56,9,61,3,1,4,14,9,0.1,0.1
31,4,ORD-COMP,52,2,56,9,61,3,1,4,14,9,0.1,0.1
32,5,CARD,59,12,78,14,95,4,1,4,14,9,0.1,0.1
33,5,CARD_COMP,59,12,78,14,95,4,1,4,14,9,0.1,0.1
34,5,CLF_COMP,64,11,101,14,110,4,1,4,14,9,0.1,0.1
35,5,CLF_UNION,64,11,101,14,110,4,1,4,14,9,0.1,0.1
36,5,ORD-INTER,44,5,53,14,62,4,1,4,14,9,0.1,0.1
37,5,ORD-UNION,44,5,53,14,62,4,1,4,14,9,0.1,0.1
38,5,ORD-COMP,44,5,53,14,62,4,1,4,14,9,0.1,0.1
39,5,ORD-COMP,44,5,53,14,62,4,1,4,14,9,0.1,0.1
40,6,CARD,44,22,75,20,93,5,2,4,14,9,0.1,0.1
41,6,CARD_COMP,44,22,75,20,93,5,2,4,14,9,0.1,0.1
42,6,CLF_COMP,55,15,93,20,106,5,2,4,14,9,0.1,0.1
43,6,CLF_UNION,55,15,93,20,106,5,2,4,14,9,0.1,0.1
44,6,ORD-INTER,39,4,46,20,60,5,2,4,14,9,0.1,0.1
45,6,ORD-UNION,39,4,46,20,60,5,2,4,14,9,0.1,0.1
46,6,ORD-COMP,39,4,46,20,60,5,2,4,14,9,0.1,0.1
47,6,ORD-COMP,39,4,46,20,60,5,2,4,14,9,0.1,0.1
48,7,CARD,42,22,73,25,91,5,2,4,14,9,0.1,0.1
49,7,CARD_COMP,42,22,73,25,91,5,2,4,14,9,0.1,0.1
50,7,CLF_COMP,57,10,92,25,110,5,2,4,14,9,0.1,0.1
51,7,CLF_UNION,57,10,92,25,110,5,2,4,14,9,0.1,0.1
52,7,ORD-INTER,39,4,46,25,64,5,2,4,14,9,0.1,0.1
53,7,ORD-UNION,39,4,46,25,64,5,2,4,14,9,0.1,0.1
54,7,ORD-COMP,39,4,46,25,64,5,2,4,14,9,0.1,0.1
55,7,ORD-COMP,39,4,46,25,64,5,2,4,14,9,0.1,0.1
56,8,CARD,53,5,65,32,93,5,2,4,14,9,0.1,0.1
57,8,CARD_COMP,53,5,65,32,93,5,2,4,14,9,0.1,0.1
58,8,CLF_COMP,55,12,94,32,117,5,2,4,14,9,0.1,0.1
59,8,CLF_UNION,55,12,94,32,117,5,2,4,14,9,0.1,0.1
60,8,ORD-INTER,48,4,56,32,80,5,2,4,14,9,0.1,0.1
61,8,ORD-UNION,48,4,56,32,80,5,2,4,14,9,0.1,0.1
62,8,ORD-COMP,48,4,56,32,80,5,2,4,14,9,0.1,0.1
63,8,ORD-COMP,48,4,56,32,80,5,2,4,14,9,0.1,0.1
64,9,CARD,46,4,57,41,93,5,2,4,14,9,0.1,0.1
65,9,CARD_COMP,46,4,57,41,93,5,2,4,14,9,0.1,0.1
66,9,CLF_COMP,46,4,74,41,106,5,2,4,14,9,0.1,0.1
67,9,CLF_UNION,46,4,74,41,106,5,2,4,14,9,0.1,0.1
68,9,ORD-INTER,41,2,48,41,80,5,2,4,14,9,0.1,0.1
69,9,ORD-UNION,41,2,48,41,80,5,2,4,14,9,0.1,0.1
70,9,ORD-COMP,41,2,48,41,80,5,2,4,14,9,0.1,0.1
71,9,ORD-COMP,41,2,48,41,80,5,2,4,14,9,0.1,0.1
72,10,CARD,38,4,49,50,93,5,2,4,14,9,0.1,0.1
73,10,CARD_COMP,38,4,49,50,93,5,2,4,14,9,0.1,0.1
74,10,CLF_COMP,39,5,67,50,107,5,2,4,14,9,0.1,0.1
75,10,CLF_UNION,39,5,67,50,107,5,2,4,14,9,0.1,0.1
76,10,ORD-INTER,34,3,42,50,82,5,2,4,14,9,0.1,0.1
77,10,ORD-UNION,34,3,42,50,82,5,2,4,14,9,0.1,0.1
78,10,ORD-COMP,34,3,42,50,82,5,2,4,14,9,0.1,0.1
