,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,14,3,25,1,65,1,1,5,10,3,0.1,0.1
1,1,CARD_COMP,14,3,25,1,65,1,1,5,10,3,0.1,0.1
2,1,CLF_COMP,28,17,75,1,75,1,1,5,10,3,0.1,0.1
3,1,CLF_UNION,28,17,75,1,75,1,1,5,10,3,0.1,0.1
4,1,ORD-INTER,28,17,65,1,65,1,1,5,10,3,0.1,0.1
5,1,ORD-UNION,14,3,25,1,25,1,1,5,10,3,0.1,0.1
6,1,ORD-COMP,14,3,25,1,25,1,1,5,10,3,0.1,0.1
7,1,ORD-COMP,14,3,25,1,25,1,1,5,10,3,0.1,0.1
8,1,CARD,15,1,21,1,69,1,1,5,10,3,0.1,0.1
9,1,CARD_COMP,15,1,21,1,69,1,1,5,10,3,0.1,0.1
10,1,CLF_COMP,32,18,79,1,79,1,1,5,10,3,0.1,0.1
11,1,CLF_UNION,32,18,79,1,79,1,1,5,10,3,0.1,0.1
12,1,ORD-INTER,32,18,69,1,69,1,1,5,10,3,0.1,0.1
13,1,ORD-UNION,15,1,21,1,21,1,1,5,10,3,0.1,0.1
14,1,ORD-COMP,15,1,21,1,21,1,1,5,10,3,0.1,0.1
15,1,ORD-COMP,15,1,21,1,21,1,1,5,10,3,0.1,0.1
16,1,CARD,21,0,25,1,65,1,1,5,10,3,0.1,0.1
17,1,CARD_COMP,21,0,25,1,65,1,1,5,10,3,0.1,0.1
18,1,CLF_COMP,33,12,75,1,75,1,1,5,10,3,0.1,0.1
19,1,CLF_UNION,33,12,75,1,75,1,1,5,10,3,0.1,0.1
20,1,ORD-INTER,33,12,65,1,65,1,1,5,10,3,0.1,0.1
21,1,ORD-UNION,21,0,25,1,25,1,1,5,10,3,0.1,0.1
22,1,ORD-COMP,21,0,25,1,25,1,1,5,10,3,0.1,0.1
23,1,ORD-COMP,21,0,25,1,25,1,1,5,10,3,0.1,0.1
24,1,CARD,6,4,24,1,66,1,1,5,10,3,0.1,0.1
25,1,CARD_COMP,6,4,24,1,66,1,1,5,10,3,0.1,0.1
26,1,CLF_COMP,17,15,76,1,76,1,1,5,10,3,0.1,0.1
27,1,CLF_UNION,17,15,76,1,76,1,1,5,10,3,0.1,0.1
28,1,ORD-INTER,17,15,66,1,66,1,1,5,10,3,0.1,0.1
29,1,ORD-UNION,6,4,24,1,24,1,1,5,10,3,0.1,0.1
30,1,ORD-COMP,6,4,24,1,24,1,1,5,10,3,0.1,0.1
31,1,ORD-COMP,6,4,24,1,24,1,1,5,10,3,0.1,0.1
32,1,CARD,13,5,25,1,65,1,1,5,10,3,0.1,0.1
33,1,CARD_COMP,13,5,25,1,65,1,1,5,10,3,0.1,0.1
34,1,CLF_COMP,27,19,75,1,75,1,1,5,10,3,0.1,0.1
35,1,CLF_UNION,27,19,75,1,75,1,1,5,10,3,0.1,0.1
36,1,ORD-INTER,27,19,65,1,65,1,1,5,10,3,0.1,0.1
37,1,ORD-UNION,13,5,25,1,25,1,1,5,10,3,0.1,0.1
38,1,ORD-COMP,13,5,25,1,25,1,1,5,10,3,0.1,0.1
39,1,ORD-COMP,13,5,25,1,25,1,1,5,10,3,0.1,0.1
40,2,CARD,22,4,35,3,55,2,1,5,10,3,0.1,0.1
41,2,CARD_COMP,22,4,35,3,55,2,1,5,10,3,0.1,0.1
42,2,CLF_COMP,32,14,79,3,79,2,1,5,10,3,0.1,0.1
43,2,CLF_UNION,32,14,79,3,79,2,1,5,10,3,0.1,0.1
44,2,ORD-INTER,28,10,55,3,55,2,1,5,10,3,0.1,0.1
45,2,ORD-UNION,22,4,35,3,35,2,1,5,10,3,0.1,0.1
46,2,ORD-COMP,22,4,35,3,35,2,1,5,10,3,0.1,0.1
47,2,ORD-COMP,22,4,35,3,35,2,1,5,10,3,0.1,0.1
48,2,CARD,17,7,37,3,53,2,1,5,10,3,0.1,0.1
49,2,CARD_COMP,17,7,37,3,53,2,1,5,10,3,0.1,0.1
50,2,CLF_COMP,25,21,75,3,75,2,1,5,10,3,0.1,0.1
51,2,CLF_UNION,25,21,75,3,75,2,1,5,10,3,0.1,0.1
52,2,ORD-INTER,24,14,53,3,53,2,1,5,10,3,0.1,0.1
53,2,ORD-UNION,17,7,37,3,37,2,1,5,10,3,0.1,0.1
54,2,ORD-COMP,17,7,37,3,37,2,1,5,10,3,0.1,0.1
55,2,ORD-COMP,17,7,37,3,37,2,1,5,10,3,0.1,0.1
56,2,CARD,21,4,35,3,55,2,1,5,10,3,0.1,0.1
57,2,CARD_COMP,21,4,35,3,55,2,1,5,10,3,0.1,0.1
58,2,CLF_COMP,32,17,79,3,79,2,1,5,10,3,0.1,0.1
59,2,CLF_UNION,32,17,79,3,79,2,1,5,10,3,0.1,0.1
60,2,ORD-INTER,29,12,55,3,55,2,1,5,10,3,0.1,0.1
61,2,ORD-UNION,21,4,35,3,35,2,1,5,10,3,0.1,0.1
62,2,ORD-COMP,21,4,35,3,35,2,1,5,10,3,0.1,0.1
63,2,ORD-COMP,21,4,35,3,35,2,1,5,10,3,0.1,0.1
64,2,CARD,27,1,37,3,53,2,1,5,10,3,0.1,0.1
65,2,CARD_COMP,27,1,37,3,53,2,1,5,10,3,0.1,0.1
66,2,CLF_COMP,31,6,75,3,75,2,1,5,10,3,0.1,0.1
67,2,CLF_UNION,31,6,75,3,75,2,1,5,10,3,0.1,0.1
68,2,ORD-INTER,30,4,53,3,53,2,1,5,10,3,0.1,0.1
69,2,ORD-UNION,27,1,37,3,37,2,1,5,10,3,0.1,0.1
70,2,ORD-COMP,27,1,37,3,37,2,1,5,10,3,0.1,0.1
71,2,ORD-COMP,27,1,37,3,37,2,1,5,10,3,0.1,0.1
72,2,CARD,18,5,32,3,58,2,1,5,10,3,0.1,0.1
73,2,CARD_COMP,18,5,32,3,58,2,1,5,10,3,0.1,0.1
74,2,CLF_COMP,28,17,76,3,76,2,1,5,10,3,0.1,0.1
75,2,CLF_UNION,28,17,76,3,76,2,1,5,10,3,0.1,0.1
76,2,ORD-INTER,26,13,58,3,58,2,1,5,10,3,0.1,0.1
77,2,ORD-UNION,18,5,32,3,32,2,1,5,10,3,0.1,0.1
78,2,ORD-COMP,18,5,32,3,32,2,1,5,10,3,0.1,0.1
79,2,ORD-COMP,18,5,32,3,32,2,1,5,10,3,0.1,0.1
80,3,CARD,22,5,35,5,55,2,1,5,10,3,0.1,0.1
81,3,CARD_COMP,22,5,35,5,55,2,1,5,10,3,0.1,0.1
82,3,CLF_COMP,29,11,67,5,67,2,1,5,10,3,0.1,0.1
83,3,CLF_UNION,29,11,67,5,67,2,1,5,10,3,0.1,0.1
84,3,ORD-INTER,28,10,53,5,53,2,1,5,10,3,0.1,0.1
85,3,ORD-UNION,22,4,33,5,33,2,1,5,10,3,0.1,0.1
86,3,ORD-COMP,22,4,33,5,33,2,1,5,10,3,0.1,0.1
87,3,ORD-COMP,22,4,33,5,33,2,1,5,10,3,0.1,0.1
88,3,CARD,13,7,32,5,58,2,1,5,10,3,0.1,0.1
89,3,CARD_COMP,13,7,32,5,58,2,1,5,10,3,0.1,0.1
90,3,CLF_COMP,29,23,84,5,84,2,1,5,10,3,0.1,0.1
91,3,CLF_UNION,29,23,84,5,84,2,1,5,10,3,0.1,0.1
92,3,ORD-INTER,19,13,42,5,42,2,1,5,10,3,0.1,0.1
93,3,ORD-UNION,8,2,16,5,16,2,1,5,10,3,0.1,0.1
94,3,ORD-COMP,8,2,16,5,16,2,1,5,10,3,0.1,0.1
95,3,ORD-COMP,8,2,16,5,16,2,1,5,10,3,0.1,0.1
96,3,CARD,23,3,35,5,55,2,1,5,10,3,0.1,0.1
97,3,CARD_COMP,23,3,35,5,55,2,1,5,10,3,0.1,0.1
98,3,CLF_COMP,32,11,69,5,69,2,1,5,10,3,0.1,0.1
99,3,CLF_UNION,32,11,69,5,69,2,1,5,10,3,0.1,0.1
100,3,ORD-INTER,29,8,51,5,51,2,1,5,10,3,0.1,0.1
101,3,ORD-UNION,22,1,31,5,31,2,1,5,10,3,0.1,0.1
102,3,ORD-COMP,22,1,31,5,31,2,1,5,10,3,0.1,0.1
103,3,ORD-COMP,22,1,31,5,31,2,1,5,10,3,0.1,0.1
104,3,CARD,16,6,34,5,55,2,1,5,10,3,0.1,0.1
105,3,CARD_COMP,16,6,34,5,55,2,1,5,10,3,0.1,0.1
106,3,CLF_COMP,25,16,68,5,69,2,1,5,10,3,0.1,0.1
107,3,CLF_UNION,25,16,68,5,69,2,1,5,10,3,0.1,0.1
108,3,ORD-INTER,22,13,50,5,51,2,1,5,10,3,0.1,0.1
109,3,ORD-UNION,14,5,30,5,31,2,1,5,10,3,0.1,0.1
110,3,ORD-COMP,14,5,30,5,31,2,1,5,10,3,0.1,0.1
111,3,ORD-COMP,14,5,30,5,31,2,1,5,10,3,0.1,0.1
112,3,CARD,24,3,36,5,53,2,1,5,10,3,0.1,0.1
113,3,CARD_COMP,24,3,36,5,53,2,1,5,10,3,0.1,0.1
114,3,CLF_COMP,31,10,68,5,69,2,1,5,10,3,0.1,0.1
115,3,CLF_UNION,31,10,68,5,69,2,1,5,10,3,0.1,0.1
116,3,ORD-INTER,27,6,46,5,47,2,1,5,10,3,0.1,0.1
117,3,ORD-UNION,22,1,30,5,31,2,1,5,10,3,0.1,0.1
118,3,ORD-COMP,22,1,30,5,31,2,1,5,10,3,0.1,0.1
119,3,ORD-COMP,22,1,30,5,31,2,1,5,10,3,0.1,0.1
120,4,CARD,20,4,36,8,54,2,1,5,10,3,0.1,0.1
121,4,CARD_COMP,20,4,36,8,54,2,1,5,10,3,0.1,0.1
122,4,CLF_COMP,27,11,64,8,64,2,1,5,10,3,0.1,0.1
123,4,CLF_UNION,27,11,64,8,64,2,1,5,10,3,0.1,0.1
124,4,ORD-INTER,27,11,54,8,54,2,1,5,10,3,0.1,0.1
125,4,ORD-UNION,20,4,36,8,36,2,1,5,10,3,0.1,0.1
126,4,ORD-COMP,20,4,36,8,36,2,1,5,10,3,0.1,0.1
127,4,ORD-COMP,20,4,36,8,36,2,1,5,10,3,0.1,0.1
128,4,CARD,23,4,37,8,53,2,1,5,10,3,0.1,0.1
129,4,CARD_COMP,23,4,37,8,53,2,1,5,10,3,0.1,0.1
130,4,CLF_COMP,28,9,63,8,63,2,1,5,10,3,0.1,0.1
131,4,CLF_UNION,28,9,63,8,63,2,1,5,10,3,0.1,0.1
132,4,ORD-INTER,28,9,53,8,53,2,1,5,10,3,0.1,0.1
133,4,ORD-UNION,23,4,37,8,37,2,1,5,10,3,0.1,0.1
134,4,ORD-COMP,23,4,37,8,37,2,1,5,10,3,0.1,0.1
135,4,ORD-COMP,23,4,37,8,37,2,1,5,10,3,0.1,0.1
136,4,CARD,17,6,35,8,55,2,1,5,10,3,0.1,0.1
137,4,CARD_COMP,17,6,35,8,55,2,1,5,10,3,0.1,0.1
138,4,CLF_COMP,23,12,65,8,65,2,1,5,10,3,0.1,0.1
