,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,5,1,9,1,21,6,3,3,6,3,0.3,0.2
1,1,CLF_UNION,10,6,27,1,27,6,3,3,6,3,0.3,0.2
2,1,ORD-UNION,0,0,0,1,0,6,3,3,6,3,0.3,0.2
3,1,CARD,5,1,9,1,21,6,3,3,6,3,0.3,0.2
4,1,CLF_UNION,10,6,27,1,27,6,3,3,6,3,0.3,0.2
5,1,ORD-UNION,0,0,0,1,0,6,3,3,6,3,0.3,0.2
6,1,CARD,5,1,9,1,21,6,3,3,6,3,0.3,0.2
7,1,CLF_UNION,10,6,27,1,27,6,3,3,6,3,0.3,0.2
8,1,ORD-UNION,0,0,0,1,0,6,3,3,6,3,0.3,0.2
9,1,CARD,5,1,9,1,21,6,3,3,6,3,0.3,0.2
10,1,CLF_UNION,10,6,27,1,27,6,3,3,6,3,0.3,0.2
11,1,ORD-UNION,0,0,0,1,0,6,3,3,6,3,0.3,0.2
12,1,CARD,5,1,9,1,21,6,3,3,6,3,0.3,0.2
13,1,CLF_UNION,10,6,27,1,27,6,3,3,6,3,0.3,0.2
14,1,ORD-UNION,0,0,0,1,0,6,3,3,6,3,0.3,0.2
15,2,CARD,7,0,9,2,21,6,3,3,6,3,0.3,0.2
16,2,CLF_UNION,11,4,27,2,27,6,3,3,6,3,0.3,0.2
17,2,ORD-UNION,1,0,1,2,1,6,3,3,6,3,0.3,0.2
18,2,CARD,7,0,9,2,21,6,3,3,6,3,0.3,0.2
19,2,CLF_UNION,11,4,27,2,27,6,3,3,6,3,0.3,0.2
20,2,ORD-UNION,1,0,1,2,1,6,3,3,6,3,0.3,0.2
21,2,CARD,7,0,9,2,21,6,3,3,6,3,0.3,0.2
22,2,CLF_UNION,11,4,27,2,27,6,3,3,6,3,0.3,0.2
23,2,ORD-UNION,1,0,1,2,1,6,3,3,6,3,0.3,0.2
24,2,CARD,7,0,9,2,21,6,3,3,6,3,0.3,0.2
25,2,CLF_UNION,11,4,27,2,27,6,3,3,6,3,0.3,0.2
26,2,ORD-UNION,1,0,1,2,1,6,3,3,6,3,0.3,0.2
27,2,CARD,7,0,9,2,21,6,3,3,6,3,0.3,0.2
28,2,CLF_UNION,11,4,27,2,27,6,3,3,6,3,0.3,0.2
29,2,ORD-UNION,1,0,1,2,1,6,3,3,6,3,0.3,0.2
30,3,CARD,6,3,11,5,17,6,3,3,6,3,0.3,0.2
31,3,CLF_UNION,8,1,19,5,21,6,3,3,6,3,0.3,0.2
32,3,ORD-UNION,1,0,1,5,3,6,3,3,6,3,0.3,0.2
33,3,CARD,6,3,11,5,17,6,3,3,6,3,0.3,0.2
34,3,CLF_UNION,8,1,19,5,21,6,3,3,6,3,0.3,0.2
35,3,ORD-UNION,1,0,1,5,3,6,3,3,6,3,0.3,0.2
36,3,CARD,6,3,11,5,17,6,3,3,6,3,0.3,0.2
37,3,CLF_UNION,8,1,19,5,21,6,3,3,6,3,0.3,0.2
38,3,ORD-UNION,1,0,1,5,3,6,3,3,6,3,0.3,0.2
39,3,CARD,6,3,11,5,17,6,3,3,6,3,0.3,0.2
40,3,CLF_UNION,8,1,19,5,21,6,3,3,6,3,0.3,0.2
41,3,ORD-UNION,1,0,1,5,3,6,3,3,6,3,0.3,0.2
42,3,CARD,6,3,11,5,17,6,3,3,6,3,0.3,0.2
43,3,CLF_UNION,8,1,19,5,21,6,3,3,6,3,0.3,0.2
44,3,ORD-UNION,1,0,1,5,3,6,3,3,6,3,0.3,0.2
45,4,CARD,4,3,9,8,17,6,3,3,6,3,0.3,0.2
46,4,CLF_UNION,7,2,23,8,27,6,3,3,6,3,0.3,0.2
47,4,ORD-UNION,1,0,1,8,5,6,3,3,6,3,0.3,0.2
48,4,CARD,4,3,9,8,17,6,3,3,6,3,0.3,0.2
49,4,CLF_UNION,7,2,23,8,27,6,3,3,6,3,0.3,0.2
50,4,ORD-UNION,1,0,1,8,5,6,3,3,6,3,0.3,0.2
51,4,CARD,4,3,9,8,17,6,3,3,6,3,0.3,0.2
52,4,CLF_UNION,7,2,23,8,27,6,3,3,6,3,0.3,0.2
53,4,ORD-UNION,1,0,1,8,5,6,3,3,6,3,0.3,0.2
54,4,CARD,4,3,9,8,17,6,3,3,6,3,0.3,0.2
55,4,CLF_UNION,7,2,23,8,27,6,3,3,6,3,0.3,0.2
56,4,ORD-UNION,1,0,1,8,5,6,3,3,6,3,0.3,0.2
57,4,CARD,4,3,9,8,17,6,3,3,6,3,0.3,0.2
58,4,CLF_UNION,7,2,23,8,27,6,3,3,6,3,0.3,0.2
59,4,ORD-UNION,1,0,1,8,5,6,3,3,6,3,0.3,0.2
60,5,CARD,3,0,5,13,17,6,3,3,6,3,0.3,0.2
61,5,CLF_UNION,3,0,13,13,21,6,3,3,6,3,0.3,0.2
62,5,ORD-UNION,2,0,2,13,10,6,3,3,6,3,0.3,0.2
63,5,CARD,3,0,5,13,17,6,3,3,6,3,0.3,0.2
64,5,CLF_UNION,3,0,13,13,21,6,3,3,6,3,0.3,0.2
65,5,ORD-UNION,2,0,2,13,10,6,3,3,6,3,0.3,0.2
66,5,CARD,3,0,5,13,17,6,3,3,6,3,0.3,0.2
67,5,CLF_UNION,3,0,13,13,21,6,3,3,6,3,0.3,0.2
68,5,ORD-UNION,2,0,2,13,10,6,3,3,6,3,0.3,0.2
69,5,CARD,3,0,5,13,17,6,3,3,6,3,0.3,0.2
70,5,CLF_UNION,3,0,13,13,21,6,3,3,6,3,0.3,0.2
71,5,ORD-UNION,2,0,2,13,10,6,3,3,6,3,0.3,0.2
72,5,CARD,3,0,5,13,17,6,3,3,6,3,0.3,0.2
73,5,CLF_UNION,3,0,13,13,21,6,3,3,6,3,0.3,0.2
74,5,ORD-UNION,2,0,2,13,10,6,3,3,6,3,0.3,0.2
75,6,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
76,6,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
77,6,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
78,6,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
79,6,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
80,6,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
81,6,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
82,6,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
83,6,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
84,6,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
85,6,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
86,6,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
87,6,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
88,6,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
89,6,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
90,7,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
91,7,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
92,7,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
93,7,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
94,7,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
95,7,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
96,7,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
97,7,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
98,7,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
99,7,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
100,7,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
101,7,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
102,7,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
103,7,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
104,7,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
105,8,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
106,8,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
107,8,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
108,8,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
109,8,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
110,8,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
111,8,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
112,8,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
113,8,ORD-UNION,0,0,0,17,11,6,3,3,6,3,0.3,0.2
114,8,CARD,0,0,2,17,17,6,3,3,6,3,0.3,0.2
115,8,CLF_UNION,0,0,10,17,21,6,3,3,6,3,0.3,0.2
