,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,3,19,25,1,65,318,7,10,10,10,0.3,0.2
1,1,CLF_UNION,14,29,61,1,61,318,7,10,10,10,0.3,0.2
2,1,ORD-UNION,0,0,0,1,0,318,7,10,10,10,0.3,0.2
3,1,CARD,0,13,25,1,65,318,7,10,10,10,0.3,0.2
4,1,CLF_UNION,12,15,60,1,60,318,7,10,10,10,0.3,0.2
5,1,ORD-UNION,0,0,0,1,0,318,7,10,10,10,0.3,0.2
6,1,CARD,6,14,25,1,65,318,7,10,10,10,0.3,0.2
7,1,CLF_UNION,14,27,58,1,58,318,7,10,10,10,0.3,0.2
8,1,ORD-UNION,0,0,0,1,0,318,7,10,10,10,0.3,0.2
9,1,CARD,7,10,25,1,65,318,7,10,10,10,0.3,0.2
10,1,CLF_UNION,14,22,60,1,60,318,7,10,10,10,0.3,0.2
11,1,ORD-UNION,0,0,0,1,0,318,7,10,10,10,0.3,0.2
12,1,CARD,8,8,25,1,65,318,7,10,10,10,0.3,0.2
13,1,CLF_UNION,22,19,68,1,68,318,7,10,10,10,0.3,0.2
14,1,ORD-UNION,0,0,0,1,0,318,7,10,10,10,0.3,0.2
15,2,CARD,12,11,35,3,55,318,7,10,10,10,0.3,0.2
16,2,CLF_UNION,25,22,79,3,79,318,7,10,10,10,0.3,0.2
17,2,ORD-UNION,0,0,0,3,0,318,7,10,10,10,0.3,0.2
18,2,CARD,12,11,32,3,58,318,7,10,10,10,0.3,0.2
19,2,CLF_UNION,29,31,84,3,84,318,7,10,10,10,0.3,0.2
20,2,ORD-UNION,0,0,0,3,0,318,7,10,10,10,0.3,0.2
21,2,CARD,13,13,35,3,55,318,7,10,10,10,0.3,0.2
22,2,CLF_UNION,22,28,76,3,76,318,7,10,10,10,0.3,0.2
23,2,ORD-UNION,0,0,0,3,0,318,7,10,10,10,0.3,0.2
24,2,CARD,18,12,36,3,54,318,7,10,10,10,0.3,0.2
25,2,CLF_UNION,32,25,76,3,76,318,7,10,10,10,0.3,0.2
26,2,ORD-UNION,0,0,0,3,0,318,7,10,10,10,0.3,0.2
27,2,CARD,24,2,32,3,58,318,7,10,10,10,0.3,0.2
28,2,CLF_UNION,35,20,76,3,76,318,7,10,10,10,0.3,0.2
29,2,ORD-UNION,0,0,0,3,0,318,7,10,10,10,0.3,0.2
