,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,19,4,25,1,65,1,1,9,10,9,0.3,0.2
1,1,CARD_COMP,19,4,25,1,65,1,1,9,10,9,0.3,0.2
2,1,CLF_COMP,35,20,75,1,75,1,1,9,10,9,0.3,0.2
3,1,CLF_UNION,35,20,75,1,75,1,1,9,10,9,0.3,0.2
4,1,ORD-INTER,35,20,65,1,65,1,1,9,10,9,0.3,0.2
5,1,ORD-UNION,19,4,25,1,25,1,1,9,10,9,0.3,0.2
6,1,ORD-COMP,19,4,25,1,25,1,1,9,10,9,0.3,0.2
7,1,ORD-COMP,19,4,25,1,25,1,1,9,10,9,0.3,0.2
8,1,CARD,8,5,16,1,74,1,1,9,10,9,0.3,0.2
9,1,CARD_COMP,8,5,16,1,74,1,1,9,10,9,0.3,0.2
10,1,CLF_COMP,35,32,84,1,84,1,1,9,10,9,0.3,0.2
11,1,CLF_UNION,35,32,84,1,84,1,1,9,10,9,0.3,0.2
12,1,ORD-INTER,35,32,74,1,74,1,1,9,10,9,0.3,0.2
13,1,ORD-UNION,8,5,16,1,16,1,1,9,10,9,0.3,0.2
14,1,ORD-COMP,8,5,16,1,16,1,1,9,10,9,0.3,0.2
15,1,ORD-COMP,8,5,16,1,16,1,1,9,10,9,0.3,0.2
16,1,CARD,12,9,25,1,65,1,1,9,10,9,0.3,0.2
17,1,CARD_COMP,12,9,25,1,65,1,1,9,10,9,0.3,0.2
18,1,CLF_COMP,27,24,75,1,75,1,1,9,10,9,0.3,0.2
19,1,CLF_UNION,27,24,75,1,75,1,1,9,10,9,0.3,0.2
20,1,ORD-INTER,27,24,65,1,65,1,1,9,10,9,0.3,0.2
21,1,ORD-UNION,12,9,25,1,25,1,1,9,10,9,0.3,0.2
22,1,ORD-COMP,12,9,25,1,25,1,1,9,10,9,0.3,0.2
23,1,ORD-COMP,12,9,25,1,25,1,1,9,10,9,0.3,0.2
24,1,CARD,8,13,25,1,65,1,1,9,10,9,0.3,0.2
25,1,CARD_COMP,8,13,25,1,65,1,1,9,10,9,0.3,0.2
26,1,CLF_COMP,21,26,75,1,75,1,1,9,10,9,0.3,0.2
27,1,CLF_UNION,21,26,75,1,75,1,1,9,10,9,0.3,0.2
28,1,ORD-INTER,21,26,65,1,65,1,1,9,10,9,0.3,0.2
29,1,ORD-UNION,8,13,25,1,25,1,1,9,10,9,0.3,0.2
30,1,ORD-COMP,8,13,25,1,25,1,1,9,10,9,0.3,0.2
31,1,ORD-COMP,8,13,25,1,25,1,1,9,10,9,0.3,0.2
32,1,CARD,9,7,25,1,65,1,1,9,10,9,0.3,0.2
33,1,CARD_COMP,9,7,25,1,65,1,1,9,10,9,0.3,0.2
34,1,CLF_COMP,22,20,75,1,75,1,1,9,10,9,0.3,0.2
35,1,CLF_UNION,22,20,75,1,75,1,1,9,10,9,0.3,0.2
36,1,ORD-INTER,22,20,65,1,65,1,1,9,10,9,0.3,0.2
37,1,ORD-UNION,9,7,25,1,25,1,1,9,10,9,0.3,0.2
38,1,ORD-COMP,9,7,25,1,25,1,1,9,10,9,0.3,0.2
39,1,ORD-COMP,9,7,25,1,25,1,1,9,10,9,0.3,0.2
40,2,CARD,14,15,32,3,58,2,1,9,10,9,0.3,0.2
41,2,CARD_COMP,14,15,32,3,58,2,1,9,10,9,0.3,0.2
42,2,CLF_COMP,32,29,76,3,76,2,1,9,10,9,0.3,0.2
43,2,CLF_UNION,32,29,76,3,76,2,1,9,10,9,0.3,0.2
44,2,ORD-INTER,26,27,58,3,58,2,1,9,10,9,0.3,0.2
45,2,ORD-UNION,14,15,32,3,32,2,1,9,10,9,0.3,0.2
46,2,ORD-COMP,14,15,32,3,32,2,1,9,10,9,0.3,0.2
47,2,ORD-COMP,14,15,32,3,32,2,1,9,10,9,0.3,0.2
48,2,CARD,18,11,37,3,53,2,1,9,10,9,0.3,0.2
49,2,CARD_COMP,18,11,37,3,53,2,1,9,10,9,0.3,0.2
50,2,CLF_COMP,27,27,75,3,75,2,1,9,10,9,0.3,0.2
51,2,CLF_UNION,27,27,75,3,75,2,1,9,10,9,0.3,0.2
52,2,ORD-INTER,25,18,53,3,53,2,1,9,10,9,0.3,0.2
53,2,ORD-UNION,18,11,37,3,37,2,1,9,10,9,0.3,0.2
54,2,ORD-COMP,18,11,37,3,37,2,1,9,10,9,0.3,0.2
55,2,ORD-COMP,18,11,37,3,37,2,1,9,10,9,0.3,0.2
56,2,CARD,15,15,36,3,54,2,1,9,10,9,0.3,0.2
