,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,15,6,25,1,65,28,4,5,10,9,0.7000000000000001,0.1
1,1,CLF_UNION,33,18,73,1,73,28,4,5,10,9,0.7000000000000001,0.1
2,1,ORD-UNION,0,0,0,1,0,28,4,5,10,9,0.7000000000000001,0.1
3,1,CARD,18,5,24,1,66,28,4,5,10,9,0.7000000000000001,0.1
4,1,CLF_UNION,40,13,65,1,65,28,4,5,10,9,0.7000000000000001,0.1
5,1,ORD-UNION,0,0,0,1,0,28,4,5,10,9,0.7000000000000001,0.1
6,1,CARD,13,6,21,1,69,28,4,5,10,9,0.7000000000000001,0.1
7,1,CLF_UNION,33,19,67,1,67,28,4,5,10,9,0.7000000000000001,0.1
8,1,ORD-UNION,0,0,0,1,0,28,4,5,10,9,0.7000000000000001,0.1
9,1,CARD,17,4,25,1,65,28,4,5,10,9,0.7000000000000001,0.1
10,1,CLF_UNION,31,23,73,1,73,28,4,5,10,9,0.7000000000000001,0.1
11,1,ORD-UNION,0,0,0,1,0,28,4,5,10,9,0.7000000000000001,0.1
12,1,CARD,13,9,25,1,65,28,4,5,10,9,0.7000000000000001,0.1
13,1,CLF_UNION,32,18,65,1,65,28,4,5,10,9,0.7000000000000001,0.1
14,1,ORD-UNION,0,0,0,1,0,28,4,5,10,9,0.7000000000000001,0.1
15,2,CARD,25,4,35,3,55,28,4,5,10,9,0.7000000000000001,0.1
16,2,CLF_UNION,36,10,62,3,62,28,4,5,10,9,0.7000000000000001,0.1
17,2,ORD-UNION,0,0,0,3,0,28,4,5,10,9,0.7000000000000001,0.1
18,2,CARD,28,4,37,3,53,28,4,5,10,9,0.7000000000000001,0.1
19,2,CLF_UNION,35,9,60,3,60,28,4,5,10,9,0.7000000000000001,0.1
20,2,ORD-UNION,0,0,0,3,0,28,4,5,10,9,0.7000000000000001,0.1
21,2,CARD,21,11,36,3,54,28,4,5,10,9,0.7000000000000001,0.1
22,2,CLF_UNION,29,16,60,3,60,28,4,5,10,9,0.7000000000000001,0.1
23,2,ORD-UNION,0,0,0,3,0,28,4,5,10,9,0.7000000000000001,0.1
24,2,CARD,16,12,33,3,57,28,4,5,10,9,0.7000000000000001,0.1
25,2,CLF_UNION,27,11,59,3,59,28,4,5,10,9,0.7000000000000001,0.1
26,2,ORD-UNION,0,0,0,3,0,28,4,5,10,9,0.7000000000000001,0.1
27,2,CARD,18,11,35,3,55,28,4,5,10,9,0.7000000000000001,0.1
28,2,CLF_UNION,31,10,58,3,58,28,4,5,10,9,0.7000000000000001,0.1
29,2,ORD-UNION,0,0,0,3,0,28,4,5,10,9,0.7000000000000001,0.1
30,3,CARD,25,5,34,6,56,28,4,5,10,9,0.7000000000000001,0.1
31,3,CLF_UNION,34,7,56,6,56,28,4,5,10,9,0.7000000000000001,0.1
32,3,ORD-UNION,0,0,0,6,0,28,4,5,10,9,0.7000000000000001,0.1
33,3,CARD,26,10,38,6,52,28,4,5,10,9,0.7000000000000001,0.1
34,3,CLF_UNION,33,12,57,6,57,28,4,5,10,9,0.7000000000000001,0.1
35,3,ORD-UNION,0,0,0,6,0,28,4,5,10,9,0.7000000000000001,0.1
36,3,CARD,26,8,39,6,51,28,4,5,10,9,0.7000000000000001,0.1
37,3,CLF_UNION,29,11,56,6,56,28,4,5,10,9,0.7000000000000001,0.1
38,3,ORD-UNION,0,0,0,6,0,28,4,5,10,9,0.7000000000000001,0.1
39,3,CARD,32,4,40,6,50,28,4,5,10,9,0.7000000000000001,0.1
40,3,CLF_UNION,32,10,56,6,56,28,4,5,10,9,0.7000000000000001,0.1
41,3,ORD-UNION,0,0,0,6,0,28,4,5,10,9,0.7000000000000001,0.1
42,3,CARD,8,21,37,6,53,28,4,5,10,9,0.7000000000000001,0.1
43,3,CLF_UNION,29,9,57,6,57,28,4,5,10,9,0.7000000000000001,0.1
44,3,ORD-UNION,0,0,0,6,0,28,4,5,10,9,0.7000000000000001,0.1
45,4,CARD,23,13,38,10,51,28,4,5,10,9,0.7000000000000001,0.1
46,4,CLF_UNION,29,13,54,10,55,28,4,5,10,9,0.7000000000000001,0.1
47,4,ORD-UNION,0,0,0,10,1,28,4,5,10,9,0.7000000000000001,0.1
48,4,CARD,25,6,37,10,50,28,4,5,10,9,0.7000000000000001,0.1
49,4,CLF_UNION,28,7,52,10,55,28,4,5,10,9,0.7000000000000001,0.1
50,4,ORD-UNION,0,0,0,10,3,28,4,5,10,9,0.7000000000000001,0.1
51,4,CARD,20,10,40,10,50,28,4,5,10,9,0.7000000000000001,0.1
52,4,CLF_UNION,27,6,55,10,55,28,4,5,10,9,0.7000000000000001,0.1
53,4,ORD-UNION,0,0,0,10,0,28,4,5,10,9,0.7000000000000001,0.1
54,4,CARD,18,17,40,10,50,28,4,5,10,9,0.7000000000000001,0.1
55,4,CLF_UNION,25,14,55,10,55,28,4,5,10,9,0.7000000000000001,0.1
56,4,ORD-UNION,0,0,0,10,0,28,4,5,10,9,0.7000000000000001,0.1
57,4,CARD,26,8,41,10,49,28,4,5,10,9,0.7000000000000001,0.1
58,4,CLF_UNION,31,6,55,10,55,28,4,5,10,9,0.7000000000000001,0.1
59,4,ORD-UNION,0,0,0,10,0,28,4,5,10,9,0.7000000000000001,0.1
60,5,CARD,16,18,44,14,46,28,4,5,10,9,0.7000000000000001,0.1
61,5,CLF_UNION,21,14,55,14,55,28,4,5,10,9,0.7000000000000001,0.1
62,5,ORD-UNION,0,0,0,14,0,28,4,5,10,9,0.7000000000000001,0.1
63,5,CARD,16,20,42,14,45,28,4,5,10,9,0.7000000000000001,0.1
64,5,CLF_UNION,20,16,52,14,55,28,4,5,10,9,0.7000000000000001,0.1
65,5,ORD-UNION,0,0,0,14,3,28,4,5,10,9,0.7000000000000001,0.1
66,5,CARD,23,15,41,14,48,28,4,5,10,9,0.7000000000000001,0.1
67,5,CLF_UNION,32,9,54,14,55,28,4,5,10,9,0.7000000000000001,0.1
68,5,ORD-UNION,0,0,0,14,1,28,4,5,10,9,0.7000000000000001,0.1
69,5,CARD,19,19,41,14,46,28,4,5,10,9,0.7000000000000001,0.1
70,5,CLF_UNION,33,6,52,14,55,28,4,5,10,9,0.7000000000000001,0.1
71,5,ORD-UNION,0,0,0,14,3,28,4,5,10,9,0.7000000000000001,0.1
72,5,CARD,17,21,42,14,47,28,4,5,10,9,0.7000000000000001,0.1
73,5,CLF_UNION,26,14,54,14,55,28,4,5,10,9,0.7000000000000001,0.1
74,5,ORD-UNION,0,0,0,14,1,28,4,5,10,9,0.7000000000000001,0.1
75,6,CARD,26,12,40,19,49,28,4,5,10,9,0.7000000000000001,0.1
76,6,CLF_UNION,30,11,54,19,55,28,4,5,10,9,0.7000000000000001,0.1
