,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,14,8,24,1,66,22,5,5,10,9,0.5,0.30000000000000004
1,1,CLF_UNION,35,11,62,1,62,22,5,5,10,9,0.5,0.30000000000000004
2,1,ORD-UNION,0,0,0,1,0,22,5,5,10,9,0.5,0.30000000000000004
3,1,CARD,11,8,21,1,69,22,5,5,10,9,0.5,0.30000000000000004
4,1,CLF_UNION,33,12,60,1,60,22,5,5,10,9,0.5,0.30000000000000004
5,1,ORD-UNION,0,0,0,1,0,22,5,5,10,9,0.5,0.30000000000000004
6,1,CARD,19,2,24,1,66,22,5,5,10,9,0.5,0.30000000000000004
7,1,CLF_UNION,35,9,59,1,59,22,5,5,10,9,0.5,0.30000000000000004
8,1,ORD-UNION,0,0,0,1,0,22,5,5,10,9,0.5,0.30000000000000004
9,1,CARD,12,10,24,1,66,22,5,5,10,9,0.5,0.30000000000000004
10,1,CLF_UNION,40,17,71,1,71,22,5,5,10,9,0.5,0.30000000000000004
11,1,ORD-UNION,0,0,0,1,0,22,5,5,10,9,0.5,0.30000000000000004
12,1,CARD,17,5,25,1,65,22,5,5,10,9,0.5,0.30000000000000004
13,1,CLF_UNION,37,13,63,1,63,22,5,5,10,9,0.5,0.30000000000000004
14,1,ORD-UNION,0,0,0,1,0,22,5,5,10,9,0.5,0.30000000000000004
15,2,CARD,16,15,35,3,55,22,5,5,10,9,0.5,0.30000000000000004
16,2,CLF_UNION,31,12,58,3,58,22,5,5,10,9,0.5,0.30000000000000004
17,2,ORD-UNION,0,0,0,3,0,22,5,5,10,9,0.5,0.30000000000000004
18,2,CARD,21,10,35,3,55,22,5,5,10,9,0.5,0.30000000000000004
19,2,CLF_UNION,29,12,56,3,56,22,5,5,10,9,0.5,0.30000000000000004
20,2,ORD-UNION,0,0,0,3,0,22,5,5,10,9,0.5,0.30000000000000004
21,2,CARD,23,8,35,3,55,22,5,5,10,9,0.5,0.30000000000000004
22,2,CLF_UNION,37,8,60,3,60,22,5,5,10,9,0.5,0.30000000000000004
23,2,ORD-UNION,0,0,0,3,0,22,5,5,10,9,0.5,0.30000000000000004
24,2,CARD,26,6,35,3,54,22,5,5,10,9,0.5,0.30000000000000004
25,2,CLF_UNION,28,15,57,3,58,22,5,5,10,9,0.5,0.30000000000000004
26,2,ORD-UNION,0,0,0,3,1,22,5,5,10,9,0.5,0.30000000000000004
27,2,CARD,17,16,36,3,54,22,5,5,10,9,0.5,0.30000000000000004
28,2,CLF_UNION,33,15,62,3,62,22,5,5,10,9,0.5,0.30000000000000004
29,2,ORD-UNION,0,0,0,3,0,22,5,5,10,9,0.5,0.30000000000000004
30,3,CARD,18,8,31,6,56,22,5,5,10,9,0.5,0.30000000000000004
31,3,CLF_UNION,26,11,53,6,56,22,5,5,10,9,0.5,0.30000000000000004
32,3,ORD-UNION,0,0,0,6,3,22,5,5,10,9,0.5,0.30000000000000004
33,3,CARD,22,10,36,6,53,22,5,5,10,9,0.5,0.30000000000000004
34,3,CLF_UNION,29,12,56,6,57,22,5,5,10,9,0.5,0.30000000000000004
35,3,ORD-UNION,0,0,0,6,1,22,5,5,10,9,0.5,0.30000000000000004
