,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,9,12,25,1,65,28,4,5,10,18,0.7000000000000001,0.1
1,1,CLF_UNION,37,18,73,1,73,28,4,5,10,18,0.7000000000000001,0.1
2,1,ORD-UNION,0,0,0,1,0,28,4,5,10,18,0.7000000000000001,0.1
3,1,CARD,13,7,24,1,66,28,4,5,10,18,0.7000000000000001,0.1
4,1,CLF_UNION,38,8,65,1,65,28,4,5,10,18,0.7000000000000001,0.1
5,1,ORD-UNION,0,0,0,1,0,28,4,5,10,18,0.7000000000000001,0.1
6,1,CARD,11,9,21,1,69,28,4,5,10,18,0.7000000000000001,0.1
7,1,CLF_UNION,35,21,67,1,67,28,4,5,10,18,0.7000000000000001,0.1
8,1,ORD-UNION,0,0,0,1,0,28,4,5,10,18,0.7000000000000001,0.1
9,1,CARD,18,5,25,1,65,28,4,5,10,18,0.7000000000000001,0.1
10,1,CLF_UNION,34,25,73,1,73,28,4,5,10,18,0.7000000000000001,0.1
11,1,ORD-UNION,0,0,0,1,0,28,4,5,10,18,0.7000000000000001,0.1
12,1,CARD,18,6,25,1,65,28,4,5,10,18,0.7000000000000001,0.1
13,1,CLF_UNION,39,15,65,1,65,28,4,5,10,18,0.7000000000000001,0.1
14,1,ORD-UNION,0,0,0,1,0,28,4,5,10,18,0.7000000000000001,0.1
15,2,CARD,26,8,35,3,55,28,4,5,10,18,0.7000000000000001,0.1
16,2,CLF_UNION,33,18,62,3,62,28,4,5,10,18,0.7000000000000001,0.1
17,2,ORD-UNION,0,0,0,3,0,28,4,5,10,18,0.7000000000000001,0.1
18,2,CARD,28,7,37,3,53,28,4,5,10,18,0.7000000000000001,0.1
19,2,CLF_UNION,38,10,60,3,60,28,4,5,10,18,0.7000000000000001,0.1
20,2,ORD-UNION,0,0,0,3,0,28,4,5,10,18,0.7000000000000001,0.1
21,2,CARD,17,17,36,3,54,28,4,5,10,18,0.7000000000000001,0.1
22,2,CLF_UNION,30,18,60,3,60,28,4,5,10,18,0.7000000000000001,0.1
23,2,ORD-UNION,0,0,0,3,0,28,4,5,10,18,0.7000000000000001,0.1
24,2,CARD,21,11,33,3,57,28,4,5,10,18,0.7000000000000001,0.1
25,2,CLF_UNION,38,9,59,3,59,28,4,5,10,18,0.7000000000000001,0.1
26,2,ORD-UNION,0,0,0,3,0,28,4,5,10,18,0.7000000000000001,0.1
27,2,CARD,24,9,35,3,55,28,4,5,10,18,0.7000000000000001,0.1
28,2,CLF_UNION,36,10,58,3,58,28,4,5,10,18,0.7000000000000001,0.1
29,2,ORD-UNION,0,0,0,3,0,28,4,5,10,18,0.7000000000000001,0.1
30,3,CARD,19,13,34,6,56,28,4,5,10,18,0.7000000000000001,0.1
31,3,CLF_UNION,33,16,62,6,62,28,4,5,10,18,0.7000000000000001,0.1
32,3,ORD-UNION,0,0,0,6,0,28,4,5,10,18,0.7000000000000001,0.1
33,3,CARD,22,14,38,6,52,28,4,5,10,18,0.7000000000000001,0.1
34,3,CLF_UNION,31,18,61,6,61,28,4,5,10,18,0.7000000000000001,0.1
35,3,ORD-UNION,0,0,0,6,0,28,4,5,10,18,0.7000000000000001,0.1
36,3,CARD,28,5,39,6,51,28,4,5,10,18,0.7000000000000001,0.1
37,3,CLF_UNION,34,7,59,6,59,28,4,5,10,18,0.7000000000000001,0.1
38,3,ORD-UNION,0,0,0,6,0,28,4,5,10,18,0.7000000000000001,0.1
39,3,CARD,28,10,40,6,50,28,4,5,10,18,0.7000000000000001,0.1
40,3,CLF_UNION,34,15,62,6,62,28,4,5,10,18,0.7000000000000001,0.1
41,3,ORD-UNION,0,0,0,6,0,28,4,5,10,18,0.7000000000000001,0.1
42,3,CARD,19,16,37,6,53,28,4,5,10,18,0.7000000000000001,0.1
43,3,CLF_UNION,31,17,61,6,61,28,4,5,10,18,0.7000000000000001,0.1
44,3,ORD-UNION,0,0,0,6,0,28,4,5,10,18,0.7000000000000001,0.1
45,4,CARD,36,4,42,10,47,28,4,5,10,18,0.7000000000000001,0.1
46,4,CLF_UNION,40,4,56,10,57,28,4,5,10,18,0.7000000000000001,0.1
47,4,ORD-UNION,0,0,0,10,1,28,4,5,10,18,0.7000000000000001,0.1
48,4,CARD,31,9,41,10,46,28,4,5,10,18,0.7000000000000001,0.1
49,4,CLF_UNION,39,2,52,10,55,28,4,5,10,18,0.7000000000000001,0.1
50,4,ORD-UNION,0,0,0,10,3,28,4,5,10,18,0.7000000000000001,0.1
51,4,CARD,24,15,41,10,49,28,4,5,10,18,0.7000000000000001,0.1
52,4,CLF_UNION,41,2,56,10,56,28,4,5,10,18,0.7000000000000001,0.1
53,4,ORD-UNION,0,0,0,10,0,28,4,5,10,18,0.7000000000000001,0.1
54,4,CARD,28,12,41,10,49,28,4,5,10,18,0.7000000000000001,0.1
55,4,CLF_UNION,40,4,57,10,57,28,4,5,10,18,0.7000000000000001,0.1
56,4,ORD-UNION,0,0,0,10,0,28,4,5,10,18,0.7000000000000001,0.1
57,4,CARD,22,16,42,10,48,28,4,5,10,18,0.7000000000000001,0.1
58,4,CLF_UNION,31,12,57,10,57,28,4,5,10,18,0.7000000000000001,0.1
59,4,ORD-UNION,0,0,0,10,0,28,4,5,10,18,0.7000000000000001,0.1
60,5,CARD,33,9,43,15,47,28,4,5,10,18,0.7000000000000001,0.1
61,5,CLF_UNION,38,7,56,15,56,28,4,5,10,18,0.7000000000000001,0.1
62,5,ORD-UNION,0,0,0,15,0,28,4,5,10,18,0.7000000000000001,0.1
63,5,CARD,29,10,40,15,47,28,4,5,10,18,0.7000000000000001,0.1
64,5,CLF_UNION,27,14,52,15,55,28,4,5,10,18,0.7000000000000001,0.1
65,5,ORD-UNION,0,0,0,15,3,28,4,5,10,18,0.7000000000000001,0.1
66,5,CARD,32,10,43,15,46,28,4,5,10,18,0.7000000000000001,0.1
