,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,17,7,24,1,66,1,1,4,10,13,0.5,0.1
1,1,CARD_COMP,17,7,24,1,66,1,1,4,10,13,0.5,0.1
2,1,CLF_COMP,35,25,76,1,76,1,1,4,10,13,0.5,0.1
3,1,CLF_UNION,35,25,76,1,76,1,1,4,10,13,0.5,0.1
4,1,ORD-INTER,35,25,66,1,66,1,1,4,10,13,0.5,0.1
5,1,ORD-UNION,17,7,24,1,24,1,1,4,10,13,0.5,0.1
6,1,ORD-COMP,17,7,24,1,24,1,1,4,10,13,0.5,0.1
7,1,ORD-COMP,17,7,24,1,24,1,1,4,10,13,0.5,0.1
8,1,CARD,19,2,21,1,69,1,1,4,10,13,0.5,0.1
9,1,CARD_COMP,19,2,21,1,69,1,1,4,10,13,0.5,0.1
10,1,CLF_COMP,39,22,79,1,79,1,1,4,10,13,0.5,0.1
11,1,CLF_UNION,39,22,79,1,79,1,1,4,10,13,0.5,0.1
12,1,ORD-INTER,39,22,69,1,69,1,1,4,10,13,0.5,0.1
13,1,ORD-UNION,19,2,21,1,21,1,1,4,10,13,0.5,0.1
14,1,ORD-COMP,19,2,21,1,21,1,1,4,10,13,0.5,0.1
15,1,ORD-COMP,19,2,21,1,21,1,1,4,10,13,0.5,0.1
16,1,CARD,14,9,25,1,65,1,1,4,10,13,0.5,0.1
17,1,CARD_COMP,14,9,25,1,65,1,1,4,10,13,0.5,0.1
18,1,CLF_COMP,29,24,75,1,75,1,1,4,10,13,0.5,0.1
19,1,CLF_UNION,29,24,75,1,75,1,1,4,10,13,0.5,0.1
20,1,ORD-INTER,29,24,65,1,65,1,1,4,10,13,0.5,0.1
21,1,ORD-UNION,14,9,25,1,25,1,1,4,10,13,0.5,0.1
22,1,ORD-COMP,14,9,25,1,25,1,1,4,10,13,0.5,0.1
23,1,ORD-COMP,14,9,25,1,25,1,1,4,10,13,0.5,0.1
