,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,2,CARD,17,17,36,2,53,2,1,4,10,13,0.30000000000000004,0.7000000000000001
1,2,CARD_COMP,17,17,36,2,53,2,1,4,10,13,0.30000000000000004,0.7000000000000001
2,2,CLF_COMP,27,27,66,2,67,2,1,4,10,13,0.30000000000000004,0.7000000000000001
3,2,CLF_UNION,27,27,66,2,67,2,1,4,10,13,0.30000000000000004,0.7000000000000001
4,2,ORD-INTER,23,23,48,2,49,2,1,4,10,13,0.30000000000000004,0.7000000000000001
5,2,ORD-UNION,15,15,32,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
6,2,ORD-COMP,15,15,32,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
7,2,ORD-COMP,15,15,32,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
8,2,CARD,15,17,35,2,54,2,1,4,10,13,0.30000000000000004,0.7000000000000001
9,2,CARD_COMP,15,17,35,2,54,2,1,4,10,13,0.30000000000000004,0.7000000000000001
10,2,CLF_COMP,26,27,66,2,67,2,1,4,10,13,0.30000000000000004,0.7000000000000001
11,2,CLF_UNION,26,27,66,2,67,2,1,4,10,13,0.30000000000000004,0.7000000000000001
12,2,ORD-INTER,23,24,50,2,51,2,1,4,10,13,0.30000000000000004,0.7000000000000001
13,2,ORD-UNION,14,15,32,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
14,2,ORD-COMP,14,15,32,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
15,2,ORD-COMP,14,15,32,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
16,2,CARD,13,17,35,2,55,2,1,4,10,13,0.30000000000000004,0.7000000000000001
17,2,CARD_COMP,13,17,35,2,55,2,1,4,10,13,0.30000000000000004,0.7000000000000001
18,2,CLF_COMP,25,27,67,2,67,2,1,4,10,13,0.30000000000000004,0.7000000000000001
19,2,CLF_UNION,25,27,67,2,67,2,1,4,10,13,0.30000000000000004,0.7000000000000001
20,2,ORD-INTER,23,25,53,2,53,2,1,4,10,13,0.30000000000000004,0.7000000000000001
21,2,ORD-UNION,13,15,33,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
22,2,ORD-COMP,13,15,33,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
23,2,ORD-COMP,13,15,33,2,33,2,1,4,10,13,0.30000000000000004,0.7000000000000001
24,2,CARD,15,19,36,2,53,2,1,4,10,13,0.30000000000000004,0.7000000000000001
