,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,17,0,25,1,65,1,1,4,10,3,0.1,0.7000000000000001
1,1,CARD_COMP,17,0,25,1,65,1,1,4,10,3,0.1,0.7000000000000001
2,1,CLF_COMP,27,10,75,1,75,1,1,4,10,3,0.1,0.7000000000000001
3,1,CLF_UNION,27,10,75,1,75,1,1,4,10,3,0.1,0.7000000000000001
4,1,ORD-INTER,27,10,65,1,65,1,1,4,10,3,0.1,0.7000000000000001
5,1,ORD-UNION,17,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
6,1,ORD-COMP,17,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
7,1,ORD-COMP,17,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
8,1,CARD,14,0,24,1,66,1,1,4,10,3,0.1,0.7000000000000001
9,1,CARD_COMP,14,0,24,1,66,1,1,4,10,3,0.1,0.7000000000000001
10,1,CLF_COMP,23,9,76,1,76,1,1,4,10,3,0.1,0.7000000000000001
11,1,CLF_UNION,23,9,76,1,76,1,1,4,10,3,0.1,0.7000000000000001
12,1,ORD-INTER,23,9,66,1,66,1,1,4,10,3,0.1,0.7000000000000001
13,1,ORD-UNION,14,0,24,1,24,1,1,4,10,3,0.1,0.7000000000000001
14,1,ORD-COMP,14,0,24,1,24,1,1,4,10,3,0.1,0.7000000000000001
15,1,ORD-COMP,14,0,24,1,24,1,1,4,10,3,0.1,0.7000000000000001
16,1,CARD,10,0,25,1,65,1,1,4,10,3,0.1,0.7000000000000001
17,1,CARD_COMP,10,0,25,1,65,1,1,4,10,3,0.1,0.7000000000000001
18,1,CLF_COMP,16,6,75,1,75,1,1,4,10,3,0.1,0.7000000000000001
19,1,CLF_UNION,16,6,75,1,75,1,1,4,10,3,0.1,0.7000000000000001
20,1,ORD-INTER,16,6,65,1,65,1,1,4,10,3,0.1,0.7000000000000001
21,1,ORD-UNION,10,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
22,1,ORD-COMP,10,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
23,1,ORD-COMP,10,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
24,1,CARD,17,0,25,1,65,1,1,4,10,3,0.1,0.7000000000000001
25,1,CARD_COMP,17,0,25,1,65,1,1,4,10,3,0.1,0.7000000000000001
26,1,CLF_COMP,27,10,75,1,75,1,1,4,10,3,0.1,0.7000000000000001
27,1,CLF_UNION,27,10,75,1,75,1,1,4,10,3,0.1,0.7000000000000001
28,1,ORD-INTER,27,10,65,1,65,1,1,4,10,3,0.1,0.7000000000000001
29,1,ORD-UNION,17,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
30,1,ORD-COMP,17,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
31,1,ORD-COMP,17,0,25,1,25,1,1,4,10,3,0.1,0.7000000000000001
32,1,CARD,19,0,24,1,66,1,1,4,10,3,0.1,0.7000000000000001
33,1,CARD_COMP,19,0,24,1,66,1,1,4,10,3,0.1,0.7000000000000001
34,1,CLF_COMP,27,8,76,1,76,1,1,4,10,3,0.1,0.7000000000000001
35,1,CLF_UNION,27,8,76,1,76,1,1,4,10,3,0.1,0.7000000000000001
36,1,ORD-INTER,27,8,66,1,66,1,1,4,10,3,0.1,0.7000000000000001
37,1,ORD-UNION,19,0,24,1,24,1,1,4,10,3,0.1,0.7000000000000001
38,1,ORD-COMP,19,0,24,1,24,1,1,4,10,3,0.1,0.7000000000000001
39,1,ORD-COMP,19,0,24,1,24,1,1,4,10,3,0.1,0.7000000000000001
40,2,CARD,21,0,35,3,54,2,1,4,10,3,0.1,0.7000000000000001
41,2,CARD_COMP,21,0,35,3,54,2,1,4,10,3,0.1,0.7000000000000001
42,2,CLF_COMP,23,8,75,3,76,2,1,4,10,3,0.1,0.7000000000000001
43,2,CLF_UNION,23,8,75,3,76,2,1,4,10,3,0.1,0.7000000000000001
44,2,ORD-INTER,23,2,53,3,54,2,1,4,10,3,0.1,0.7000000000000001
45,2,ORD-UNION,21,0,35,3,36,2,1,4,10,3,0.1,0.7000000000000001
46,2,ORD-COMP,21,0,35,3,36,2,1,4,10,3,0.1,0.7000000000000001
47,2,ORD-COMP,21,0,35,3,36,2,1,4,10,3,0.1,0.7000000000000001
