,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,6,8,24,1,66,1,1,4,10,3,0.5,0.7000000000000001
1,1,CARD_COMP,6,8,24,1,66,1,1,4,10,3,0.5,0.7000000000000001
2,1,CLF_COMP,21,23,76,1,76,1,1,4,10,3,0.5,0.7000000000000001
3,1,CLF_UNION,21,23,76,1,76,1,1,4,10,3,0.5,0.7000000000000001
4,1,ORD-INTER,21,23,66,1,66,1,1,4,10,3,0.5,0.7000000000000001
5,1,ORD-UNION,6,8,24,1,24,1,1,4,10,3,0.5,0.7000000000000001
6,1,ORD-COMP,6,8,24,1,24,1,1,4,10,3,0.5,0.7000000000000001
7,1,ORD-COMP,6,8,24,1,24,1,1,4,10,3,0.5,0.7000000000000001
8,1,CARD,9,3,21,1,69,1,1,4,10,3,0.5,0.7000000000000001
9,1,CARD_COMP,9,3,21,1,69,1,1,4,10,3,0.5,0.7000000000000001
10,1,CLF_COMP,24,18,79,1,79,1,1,4,10,3,0.5,0.7000000000000001
11,1,CLF_UNION,24,18,79,1,79,1,1,4,10,3,0.5,0.7000000000000001
12,1,ORD-INTER,24,18,69,1,69,1,1,4,10,3,0.5,0.7000000000000001
13,1,ORD-UNION,9,3,21,1,21,1,1,4,10,3,0.5,0.7000000000000001
14,1,ORD-COMP,9,3,21,1,21,1,1,4,10,3,0.5,0.7000000000000001
15,1,ORD-COMP,9,3,21,1,21,1,1,4,10,3,0.5,0.7000000000000001
16,1,CARD,4,11,25,1,65,1,1,4,10,3,0.5,0.7000000000000001
17,1,CARD_COMP,4,11,25,1,65,1,1,4,10,3,0.5,0.7000000000000001
18,1,CLF_COMP,18,25,75,1,75,1,1,4,10,3,0.5,0.7000000000000001
19,1,CLF_UNION,18,25,75,1,75,1,1,4,10,3,0.5,0.7000000000000001
20,1,ORD-INTER,18,25,65,1,65,1,1,4,10,3,0.5,0.7000000000000001
21,1,ORD-UNION,4,11,25,1,25,1,1,4,10,3,0.5,0.7000000000000001
22,1,ORD-COMP,4,11,25,1,25,1,1,4,10,3,0.5,0.7000000000000001
23,1,ORD-COMP,4,11,25,1,25,1,1,4,10,3,0.5,0.7000000000000001
24,1,CARD,9,3,24,1,66,1,1,4,10,3,0.5,0.7000000000000001
25,1,CARD_COMP,9,3,24,1,66,1,1,4,10,3,0.5,0.7000000000000001
26,1,CLF_COMP,21,15,76,1,76,1,1,4,10,3,0.5,0.7000000000000001
27,1,CLF_UNION,21,15,76,1,76,1,1,4,10,3,0.5,0.7000000000000001
28,1,ORD-INTER,21,15,66,1,66,1,1,4,10,3,0.5,0.7000000000000001
29,1,ORD-UNION,9,3,24,1,24,1,1,4,10,3,0.5,0.7000000000000001
30,1,ORD-COMP,9,3,24,1,24,1,1,4,10,3,0.5,0.7000000000000001
31,1,ORD-COMP,9,3,24,1,24,1,1,4,10,3,0.5,0.7000000000000001
32,1,CARD,6,6,21,1,69,1,1,4,10,3,0.5,0.7000000000000001
33,1,CARD_COMP,6,6,21,1,69,1,1,4,10,3,0.5,0.7000000000000001
34,1,CLF_COMP,23,23,79,1,79,1,1,4,10,3,0.5,0.7000000000000001
35,1,CLF_UNION,23,23,79,1,79,1,1,4,10,3,0.5,0.7000000000000001
36,1,ORD-INTER,23,23,69,1,69,1,1,4,10,3,0.5,0.7000000000000001
37,1,ORD-UNION,6,6,21,1,21,1,1,4,10,3,0.5,0.7000000000000001
38,1,ORD-COMP,6,6,21,1,21,1,1,4,10,3,0.5,0.7000000000000001
39,1,ORD-COMP,6,6,21,1,21,1,1,4,10,3,0.5,0.7000000000000001
40,2,CARD,10,2,24,2,66,1,1,4,10,3,0.5,0.7000000000000001
41,2,CARD_COMP,10,2,24,2,66,1,1,4,10,3,0.5,0.7000000000000001
42,2,CLF_COMP,19,11,76,2,76,1,1,4,10,3,0.5,0.7000000000000001
43,2,CLF_UNION,19,11,76,2,76,1,1,4,10,3,0.5,0.7000000000000001
44,2,ORD-INTER,19,11,66,2,66,1,1,4,10,3,0.5,0.7000000000000001
45,2,ORD-UNION,10,2,24,2,24,1,1,4,10,3,0.5,0.7000000000000001
46,2,ORD-COMP,10,2,24,2,24,1,1,4,10,3,0.5,0.7000000000000001
47,2,ORD-COMP,10,2,24,2,24,1,1,4,10,3,0.5,0.7000000000000001
48,2,CARD,11,4,25,2,65,1,1,4,10,3,0.5,0.7000000000000001
49,2,CARD_COMP,11,4,25,2,65,1,1,4,10,3,0.5,0.7000000000000001
50,2,CLF_COMP,25,18,75,2,75,1,1,4,10,3,0.5,0.7000000000000001
51,2,CLF_UNION,25,18,75,2,75,1,1,4,10,3,0.5,0.7000000000000001
52,2,ORD-INTER,25,18,65,2,65,1,1,4,10,3,0.5,0.7000000000000001
53,2,ORD-UNION,11,4,25,2,25,1,1,4,10,3,0.5,0.7000000000000001
54,2,ORD-COMP,11,4,25,2,25,1,1,4,10,3,0.5,0.7000000000000001
55,2,ORD-COMP,11,4,25,2,25,1,1,4,10,3,0.5,0.7000000000000001
56,2,CARD,17,0,21,2,69,1,1,4,10,3,0.5,0.7000000000000001
57,2,CARD_COMP,17,0,21,2,69,1,1,4,10,3,0.5,0.7000000000000001
58,2,CLF_COMP,29,12,79,2,79,1,1,4,10,3,0.5,0.7000000000000001
59,2,CLF_UNION,29,12,79,2,79,1,1,4,10,3,0.5,0.7000000000000001
60,2,ORD-INTER,29,12,69,2,69,1,1,4,10,3,0.5,0.7000000000000001
61,2,ORD-UNION,17,0,21,2,21,1,1,4,10,3,0.5,0.7000000000000001
62,2,ORD-COMP,17,0,21,2,21,1,1,4,10,3,0.5,0.7000000000000001
