,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,33,11,49,1,133,1,1,4,14,9,0.55,0.9
1,1,CARD_COMP,33,11,49,1,133,1,1,4,14,9,0.55,0.9
2,1,CLF_COMP,68,46,147,1,147,1,1,4,14,9,0.55,0.9
3,1,CLF_UNION,68,46,147,1,147,1,1,4,14,9,0.55,0.9
4,1,ORD-INTER,68,46,133,1,133,1,1,4,14,9,0.55,0.9
5,1,ORD-UNION,33,11,49,1,49,1,1,4,14,9,0.55,0.9
6,1,ORD-COMP,33,11,49,1,49,1,1,4,14,9,0.55,0.9
7,1,ORD-COMP,33,11,49,1,49,1,1,4,14,9,0.55,0.9
8,2,CARD,40,22,72,3,109,2,1,4,14,9,0.55,0.9
9,2,CARD_COMP,40,22,72,3,109,2,1,4,14,9,0.55,0.9
10,2,CLF_COMP,62,55,146,3,147,2,1,4,14,9,0.55,0.9
11,2,CLF_UNION,62,55,146,3,147,2,1,4,14,9,0.55,0.9
12,2,ORD-INTER,56,38,108,3,109,2,1,4,14,9,0.55,0.9
13,2,ORD-UNION,40,22,72,3,73,2,1,4,14,9,0.55,0.9
14,2,ORD-COMP,40,22,72,3,73,2,1,4,14,9,0.55,0.9
15,2,ORD-COMP,40,22,72,3,73,2,1,4,14,9,0.55,0.9
16,3,CARD,39,22,71,5,109,2,1,4,14,9,0.55,0.9
17,3,CARD_COMP,39,22,71,5,109,2,1,4,14,9,0.55,0.9
18,3,CLF_COMP,55,38,121,5,123,2,1,4,14,9,0.55,0.9
19,3,CLF_UNION,55,38,121,5,123,2,1,4,14,9,0.55,0.9
20,3,ORD-INTER,55,38,107,5,109,2,1,4,14,9,0.55,0.9
21,3,ORD-UNION,39,22,71,5,73,2,1,4,14,9,0.55,0.9
22,3,ORD-COMP,39,22,71,5,73,2,1,4,14,9,0.55,0.9
23,3,ORD-COMP,39,22,71,5,73,2,1,4,14,9,0.55,0.9
24,4,CARD,37,22,69,8,109,2,1,4,14,9,0.55,0.9
25,4,CARD_COMP,37,22,69,8,109,2,1,4,14,9,0.55,0.9
26,4,CLF_COMP,53,38,119,8,123,2,1,4,14,9,0.55,0.9
27,4,CLF_UNION,53,38,119,8,123,2,1,4,14,9,0.55,0.9
28,4,ORD-INTER,53,38,105,8,109,2,1,4,14,9,0.55,0.9
29,4,ORD-UNION,37,22,69,8,73,2,1,4,14,9,0.55,0.9
30,4,ORD-COMP,37,22,69,8,73,2,1,4,14,9,0.55,0.9
31,4,ORD-COMP,37,22,69,8,73,2,1,4,14,9,0.55,0.9
32,5,CARD,38,27,77,13,97,3,1,4,14,9,0.55,0.9
33,5,CARD_COMP,38,27,77,13,97,3,1,4,14,9,0.55,0.9
34,5,CLF_COMP,44,33,103,13,111,3,1,4,14,9,0.55,0.9
35,5,CLF_UNION,44,33,103,13,111,3,1,4,14,9,0.55,0.9
36,5,ORD-INTER,42,32,85,13,93,3,1,4,14,9,0.55,0.9
37,5,ORD-UNION,36,26,73,13,81,3,1,4,14,9,0.55,0.9
38,5,ORD-COMP,36,26,73,13,81,3,1,4,14,9,0.55,0.9
39,5,ORD-COMP,36,26,73,13,81,3,1,4,14,9,0.55,0.9
40,6,CARD,28,32,72,19,97,4,2,4,14,9,0.55,0.9
41,6,CARD_COMP,28,32,72,19,97,4,2,4,14,9,0.55,0.9
42,6,CLF_COMP,34,38,98,19,111,4,2,4,14,9,0.55,0.9
43,6,CLF_UNION,34,38,98,19,111,4,2,4,14,9,0.55,0.9
44,6,ORD-INTER,28,37,74,19,87,4,2,4,14,9,0.55,0.9
45,6,ORD-UNION,22,31,62,19,75,4,2,4,14,9,0.55,0.9
46,6,ORD-COMP,22,31,62,19,75,4,2,4,14,9,0.55,0.9
47,6,ORD-COMP,22,31,62,19,75,4,2,4,14,9,0.55,0.9
48,7,CARD,55,3,67,26,96,5,2,4,14,9,0.55,0.9
49,7,CARD_COMP,41,18,70,26,93,5,2,4,14,9,0.55,0.9
50,7,CLF_COMP,58,10,95,26,113,5,2,4,14,9,0.55,0.9
51,7,CLF_UNION,59,11,99,26,118,5,2,4,14,9,0.55,0.9
52,7,ORD-INTER,57,5,73,26,92,5,2,4,14,9,0.55,0.9
