,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,34,8,49,1,133,1,1,4,14,9,0.55,0.5
1,1,CARD_COMP,34,8,49,1,133,1,1,4,14,9,0.55,0.5
2,1,CLF_COMP,71,45,147,1,147,1,1,4,14,9,0.55,0.5
3,1,CLF_UNION,71,45,147,1,147,1,1,4,14,9,0.55,0.5
4,1,ORD-INTER,71,45,133,1,133,1,1,4,14,9,0.55,0.5
5,1,ORD-UNION,34,8,49,1,49,1,1,4,14,9,0.55,0.5
6,1,ORD-COMP,34,8,49,1,49,1,1,4,14,9,0.55,0.5
7,1,ORD-COMP,34,8,49,1,49,1,1,4,14,9,0.55,0.5
8,2,CARD,40,23,72,3,109,2,1,4,14,9,0.55,0.5
9,2,CARD_COMP,40,23,72,3,109,2,1,4,14,9,0.55,0.5
10,2,CLF_COMP,59,54,146,3,147,2,1,4,14,9,0.55,0.5
11,2,CLF_UNION,59,54,146,3,147,2,1,4,14,9,0.55,0.5
12,2,ORD-INTER,55,38,108,3,109,2,1,4,14,9,0.55,0.5
13,2,ORD-UNION,40,23,72,3,73,2,1,4,14,9,0.55,0.5
14,2,ORD-COMP,40,23,72,3,73,2,1,4,14,9,0.55,0.5
15,2,ORD-COMP,40,23,72,3,73,2,1,4,14,9,0.55,0.5
16,3,CARD,39,31,82,6,97,3,1,4,14,9,0.55,0.5
17,3,CARD_COMP,39,31,82,6,97,3,1,4,14,9,0.55,0.5
18,3,CLF_COMP,45,37,108,6,111,3,1,4,14,9,0.55,0.5
19,3,CLF_UNION,45,37,108,6,111,3,1,4,14,9,0.55,0.5
20,3,ORD-INTER,43,31,86,6,89,3,1,4,14,9,0.55,0.5
21,3,ORD-UNION,37,25,74,6,77,3,1,4,14,9,0.55,0.5
22,3,ORD-COMP,37,25,74,6,77,3,1,4,14,9,0.55,0.5
23,3,ORD-COMP,37,25,74,6,77,3,1,4,14,9,0.55,0.5
24,4,CARD,48,24,82,9,95,4,1,4,14,9,0.55,0.5
25,4,CARD_COMP,48,24,82,9,95,4,1,4,14,9,0.55,0.5
26,4,CLF_COMP,56,30,113,9,118,4,1,4,14,9,0.55,0.5
27,4,CLF_UNION,56,30,113,9,118,4,1,4,14,9,0.55,0.5
28,4,ORD-INTER,39,0,44,9,49,4,1,4,14,9,0.55,0.5
29,4,ORD-UNION,39,0,44,9,49,4,1,4,14,9,0.55,0.5
30,4,ORD-COMP,39,0,44,9,49,4,1,4,14,9,0.55,0.5
31,4,ORD-COMP,39,0,44,9,49,4,1,4,14,9,0.55,0.5
32,5,CARD,67,0,74,14,99,4,1,4,14,9,0.55,0.5
33,5,CARD_COMP,67,0,74,14,99,4,1,4,14,9,0.55,0.5
34,5,CLF_COMP,69,11,110,14,119,4,1,4,14,9,0.55,0.5
35,5,CLF_UNION,69,11,110,14,119,4,1,4,14,9,0.55,0.5
36,5,ORD-INTER,57,0,62,14,71,4,1,4,14,9,0.55,0.5
37,5,ORD-UNION,57,0,62,14,71,4,1,4,14,9,0.55,0.5
38,5,ORD-COMP,57,0,62,14,71,4,1,4,14,9,0.55,0.5
39,5,ORD-COMP,57,0,62,14,71,4,1,4,14,9,0.55,0.5
40,6,CARD,63,0,70,19,99,4,1,4,14,9,0.55,0.5
41,6,CARD_COMP,63,0,70,19,99,4,1,4,14,9,0.55,0.5
42,6,CLF_COMP,63,13,104,19,117,4,1,4,14,9,0.55,0.5
43,6,CLF_UNION,63,13,104,19,117,4,1,4,14,9,0.55,0.5
44,6,ORD-INTER,53,0,58,19,71,4,1,4,14,9,0.55,0.5
45,6,ORD-UNION,53,0,58,19,71,4,1,4,14,9,0.55,0.5
46,6,ORD-COMP,53,0,58,19,71,4,1,4,14,9,0.55,0.5
47,6,ORD-COMP,53,0,58,19,71,4,1,4,14,9,0.55,0.5
48,7,CARD,59,0,66,24,99,4,1,4,14,9,0.55,0.5
49,7,CARD_COMP,59,0,66,24,99,4,1,4,14,9,0.55,0.5
50,7,CLF_COMP,59,12,99,24,115,4,1,4,14,9,0.55,0.5
51,7,CLF_UNION,59,12,99,24,115,4,1,4,14,9,0.55,0.5
52,7,ORD-INTER,49,0,54,24,71,4,1,4,14,9,0.55,0.5
53,7,ORD-UNION,49,0,54,24,71,4,1,4,14,9,0.55,0.5
54,7,ORD-COMP,49,0,54,24,71,4,1,4,14,9,0.55,0.5
55,7,ORD-COMP,49,0,54,24,71,4,1,4,14,9,0.55,0.5
56,8,CARD,50,2,61,32,97,4,1,4,14,9,0.55,0.5
57,8,CARD_COMP,50,2,61,32,97,4,1,4,14,9,0.55,0.5
58,8,CLF_COMP,54,4,84,32,108,4,1,4,14,9,0.55,0.5
59,8,CLF_UNION,54,4,84,32,108,4,1,4,14,9,0.55,0.5
60,8,ORD-INTER,48,0,53,32,77,4,1,4,14,9,0.55,0.5
61,8,ORD-UNION,48,0,53,32,77,4,1,4,14,9,0.55,0.5
62,8,ORD-COMP,48,0,53,32,77,4,1,4,14,9,0.55,0.5
63,8,ORD-COMP,48,0,53,32,77,4,1,4,14,9,0.55,0.5
64,9,CARD,44,2,57,41,93,4,1,4,14,9,0.55,0.5
65,9,CARD_COMP,44,2,57,41,93,4,1,4,14,9,0.55,0.5
66,9,CLF_COMP,47,1,77,41,109,4,1,4,14,9,0.55,0.5
67,9,CLF_UNION,47,1,77,41,109,4,1,4,14,9,0.55,0.5
68,9,ORD-INTER,42,0,49,41,81,4,1,4,14,9,0.55,0.5
69,9,ORD-UNION,42,0,49,41,81,4,1,4,14,9,0.55,0.5
70,9,ORD-COMP,42,0,49,41,81,4,1,4,14,9,0.55,0.5
71,9,ORD-COMP,42,0,49,41,81,4,1,4,14,9,0.55,0.5
72,10,CARD,36,2,49,50,93,4,1,4,14,9,0.55,0.5
73,10,CARD_COMP,36,2,49,50,93,4,1,4,14,9,0.55,0.5
74,10,CLF_COMP,39,1,69,50,109,4,1,4,14,9,0.55,0.5
75,10,CLF_UNION,39,1,69,50,109,4,1,4,14,9,0.55,0.5
76,10,ORD-INTER,34,0,41,50,81,4,1,4,14,9,0.55,0.5
77,10,ORD-UNION,34,0,41,50,81,4,1,4,14,9,0.55,0.5
78,10,ORD-COMP,34,0,41,50,81,4,1,4,14,9,0.55,0.5
79,10,ORD-COMP,34,0,41,50,81,4,1,4,14,9,0.55,0.5
80,11,CARD,28,2,42,60,91,4,1,4,14,9,0.55,0.5
81,11,CARD_COMP,28,2,42,60,91,4,1,4,14,9,0.55,0.5
82,11,CLF_COMP,30,0,56,60,105,4,1,4,14,9,0.55,0.5
83,11,CLF_UNION,30,0,56,60,105,4,1,4,14,9,0.55,0.5
84,11,ORD-INTER,28,0,36,60,85,4,1,4,14,9,0.55,0.5
85,11,ORD-UNION,28,0,36,60,85,4,1,4,14,9,0.55,0.5
86,11,ORD-COMP,28,0,36,60,85,4,1,4,14,9,0.55,0.5
87,11,ORD-COMP,28,0,36,60,85,4,1,4,14,9,0.55,0.5
88,12,CARD,20,1,33,70,91,4,1,4,14,9,0.55,0.5
89,12,CARD_COMP,20,1,33,70,91,4,1,4,14,9,0.55,0.5
90,12,CLF_COMP,21,0,47,70,105,4,1,4,14,9,0.55,0.5
91,12,CLF_UNION,21,0,47,70,105,4,1,4,14,9,0.55,0.5
92,12,ORD-INTER,20,0,28,70,86,4,1,4,14,9,0.55,0.5
93,12,ORD-UNION,20,0,28,70,86,4,1,4,14,9,0.55,0.5
94,12,ORD-COMP,20,0,28,70,86,4,1,4,14,9,0.55,0.5
95,12,ORD-COMP,20,0,28,70,86,4,1,4,14,9,0.55,0.5
96,13,CARD,9,0,20,82,93,4,1,4,14,9,0.55,0.5
97,13,CARD_COMP,9,0,20,82,93,4,1,4,14,9,0.55,0.5
98,13,CLF_COMP,10,0,36,82,105,4,1,4,14,9,0.55,0.5
99,13,CLF_UNION,10,0,36,82,105,4,1,4,14,9,0.55,0.5
100,13,ORD-INTER,9,0,17,82,86,4,1,4,14,9,0.55,0.5
101,13,ORD-UNION,9,0,17,82,86,4,1,4,14,9,0.55,0.5
102,13,ORD-COMP,9,0,17,82,86,4,1,4,14,9,0.55,0.5
103,13,ORD-COMP,9,0,17,82,86,4,1,4,14,9,0.55,0.5
104,14,CARD,0,0,9,93,94,4,1,4,14,9,0.55,0.5
105,14,CARD_COMP,0,0,9,93,94,4,1,4,14,9,0.55,0.5
106,14,CLF_COMP,0,0,26,93,105,4,1,4,14,9,0.55,0.5
107,14,CLF_UNION,0,0,26,93,105,4,1,4,14,9,0.55,0.5
108,14,ORD-INTER,0,0,9,93,88,4,1,4,14,9,0.55,0.5
109,14,ORD-UNION,0,0,9,93,88,4,1,4,14,9,0.55,0.5
110,14,ORD-COMP,0,0,9,93,88,4,1,4,14,9,0.55,0.5
111,14,ORD-COMP,0,0,9,93,88,4,1,4,14,9,0.55,0.5
112,15,CARD,0,0,9,93,94,4,1,4,14,9,0.55,0.5
113,15,CARD_COMP,0,0,9,93,94,4,1,4,14,9,0.55,0.5
114,15,CLF_COMP,0,0,26,93,105,4,1,4,14,9,0.55,0.5
115,15,CLF_UNION,0,0,26,93,105,4,1,4,14,9,0.55,0.5
116,15,ORD-INTER,0,0,9,93,88,4,1,4,14,9,0.55,0.5
117,15,ORD-UNION,0,0,9,93,88,4,1,4,14,9,0.55,0.5
118,15,ORD-COMP,0,0,9,93,88,4,1,4,14,9,0.55,0.5
119,15,ORD-COMP,0,0,9,93,88,4,1,4,14,9,0.55,0.5
120,1,CARD,19,25,49,1,133,1,1,4,14,9,0.55,0.5
121,1,CARD_COMP,19,25,49,1,133,1,1,4,14,9,0.55,0.5
122,1,CLF_COMP,54,60,147,1,147,1,1,4,14,9,0.55,0.5
123,1,CLF_UNION,54,60,147,1,147,1,1,4,14,9,0.55,0.5
124,1,ORD-INTER,54,60,133,1,133,1,1,4,14,9,0.55,0.5
125,1,ORD-UNION,19,25,49,1,49,1,1,4,14,9,0.55,0.5
126,1,ORD-COMP,19,25,49,1,49,1,1,4,14,9,0.55,0.5
127,1,ORD-COMP,19,25,49,1,49,1,1,4,14,9,0.55,0.5
128,2,CARD,52,12,72,3,109,2,1,4,14,9,0.55,0.5
129,2,CARD_COMP,52,12,72,3,109,2,1,4,14,9,0.55,0.5
130,2,CLF_COMP,77,35,146,3,147,2,1,4,14,9,0.55,0.5
131,2,CLF_UNION,77,35,146,3,147,2,1,4,14,9,0.55,0.5
132,2,ORD-INTER,66,26,108,3,109,2,1,4,14,9,0.55,0.5
133,2,ORD-UNION,52,12,72,3,73,2,1,4,14,9,0.55,0.5
134,2,ORD-COMP,52,12,72,3,73,2,1,4,14,9,0.55,0.5
135,2,ORD-COMP,52,12,72,3,73,2,1,4,14,9,0.55,0.5
136,3,CARD,51,12,71,5,109,2,1,4,14,9,0.55,0.5
137,3,CARD_COMP,51,12,71,5,109,2,1,4,14,9,0.55,0.5
138,3,CLF_COMP,65,26,121,5,123,2,1,4,14,9,0.55,0.5
139,3,CLF_UNION,65,26,121,5,123,2,1,4,14,9,0.55,0.5
140,3,ORD-INTER,65,26,107,5,109,2,1,4,14,9,0.55,0.5
141,3,ORD-UNION,51,12,71,5,73,2,1,4,14,9,0.55,0.5
142,3,ORD-COMP,51,12,71,5,73,2,1,4,14,9,0.55,0.5
143,3,ORD-COMP,51,12,71,5,73,2,1,4,14,9,0.55,0.5
144,4,CARD,50,12,70,7,109,2,1,4,14,9,0.55,0.5
145,4,CARD_COMP,50,12,70,7,109,2,1,4,14,9,0.55,0.5
146,4,CLF_COMP,64,26,120,7,123,2,1,4,14,9,0.55,0.5
147,4,CLF_UNION,64,26,120,7,123,2,1,4,14,9,0.55,0.5
148,4,ORD-INTER,64,26,106,7,109,2,1,4,14,9,0.55,0.5
149,4,ORD-UNION,50,12,70,7,73,2,1,4,14,9,0.55,0.5
150,4,ORD-COMP,50,12,70,7,73,2,1,4,14,9,0.55,0.5
151,4,ORD-COMP,50,12,70,7,73,2,1,4,14,9,0.55,0.5
152,5,CARD,54,7,70,12,105,3,1,4,14,9,0.55,0.5
153,5,CARD_COMP,54,7,70,12,105,3,1,4,14,9,0.55,0.5
154,5,CLF_COMP,59,18,104,12,111,3,1,4,14,9,0.55,0.5
155,5,CLF_UNION,59,18,104,12,111,3,1,4,14,9,0.55,0.5
156,5,ORD-INTER,59,12,82,12,89,3,1,4,14,9,0.55,0.5
157,5,ORD-UNION,54,7,70,12,77,3,1,4,14,9,0.55,0.5
158,5,ORD-COMP,54,7,70,12,77,3,1,4,14,9,0.55,0.5
159,5,ORD-COMP,54,7,70,12,77,3,1,4,14,9,0.55,0.5
160,6,CARD,54,4,67,18,103,4,1,4,14,9,0.55,0.5
161,6,CARD_COMP,54,4,67,18,103,4,1,4,14,9,0.55,0.5
