,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,2,2,9,1,21,1,1,3,6,3,0.1,0.9
1,1,CARD_COMP,2,2,9,1,21,1,1,3,6,3,0.1,0.9
2,1,CLF_COMP,6,6,27,1,27,1,1,3,6,3,0.1,0.9
3,1,CLF_UNION,6,6,27,1,27,1,1,3,6,3,0.1,0.9
4,1,ORD-INTER,6,6,21,1,21,1,1,3,6,3,0.1,0.9
5,1,ORD-UNION,2,2,9,1,9,1,1,3,6,3,0.1,0.9
6,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
7,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
8,1,CARD,2,2,9,1,21,1,1,3,6,3,0.1,0.9
9,1,CARD_COMP,2,2,9,1,21,1,1,3,6,3,0.1,0.9
10,1,CLF_COMP,6,6,27,1,27,1,1,3,6,3,0.1,0.9
11,1,CLF_UNION,6,6,27,1,27,1,1,3,6,3,0.1,0.9
12,1,ORD-INTER,6,6,21,1,21,1,1,3,6,3,0.1,0.9
13,1,ORD-UNION,2,2,9,1,9,1,1,3,6,3,0.1,0.9
14,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
15,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
16,1,CARD,2,2,9,1,21,1,1,3,6,3,0.1,0.9
17,1,CARD_COMP,2,2,9,1,21,1,1,3,6,3,0.1,0.9
18,1,CLF_COMP,6,6,27,1,27,1,1,3,6,3,0.1,0.9
19,1,CLF_UNION,6,6,27,1,27,1,1,3,6,3,0.1,0.9
20,1,ORD-INTER,6,6,21,1,21,1,1,3,6,3,0.1,0.9
21,1,ORD-UNION,2,2,9,1,9,1,1,3,6,3,0.1,0.9
22,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
23,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
24,1,CARD,2,2,9,1,21,1,1,3,6,3,0.1,0.9
25,1,CARD_COMP,2,2,9,1,21,1,1,3,6,3,0.1,0.9
26,1,CLF_COMP,6,6,27,1,27,1,1,3,6,3,0.1,0.9
27,1,CLF_UNION,6,6,27,1,27,1,1,3,6,3,0.1,0.9
28,1,ORD-INTER,6,6,21,1,21,1,1,3,6,3,0.1,0.9
29,1,ORD-UNION,2,2,9,1,9,1,1,3,6,3,0.1,0.9
30,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
31,1,ORD-COMP,2,2,9,1,9,1,1,3,6,3,0.1,0.9
32,1,CARD,2,2,9,1,21,1,1,3,6,3,0.1,0.9
33,1,CARD_COMP,2,2,9,1,21,1,1,3,6,3,0.1,0.9
34,1,CLF_COMP,6,6,27,1,27,1,1,3,6,3,0.1,0.9
35,1,CLF_UNION,6,6,27,1,27,1,1,3,6,3,0.1,0.9
36,1,ORD-INTER,6,6,21,1,21,1,1,3,6,3,0.1,0.9
37,1,ORD-UNION,2,2,9,1,9,1,1,3,6,3,0.1,0.9
