,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
1,1,CARD_COMP,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
2,1,CLF_COMP,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
3,1,CLF_UNION,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
4,1,ORD-INTER,9,11,21,1,21,1,1,3,6,9,0.1,0.30000000000000004
5,1,ORD-UNION,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
6,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
7,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
8,1,CARD,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
9,1,CARD_COMP,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
10,1,CLF_COMP,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
11,1,CLF_UNION,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
12,1,ORD-INTER,9,11,21,1,21,1,1,3,6,9,0.1,0.30000000000000004
13,1,ORD-UNION,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
14,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
15,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
16,1,CARD,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
17,1,CARD_COMP,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
18,1,CLF_COMP,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
19,1,CLF_UNION,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
20,1,ORD-INTER,9,11,21,1,21,1,1,3,6,9,0.1,0.30000000000000004
21,1,ORD-UNION,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
22,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
23,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
24,1,CARD,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
25,1,CARD_COMP,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
26,1,CLF_COMP,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
27,1,CLF_UNION,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
28,1,ORD-INTER,9,11,21,1,21,1,1,3,6,9,0.1,0.30000000000000004
29,1,ORD-UNION,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
30,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
31,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
32,1,CARD,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
33,1,CARD_COMP,3,5,9,1,21,1,1,3,6,9,0.1,0.30000000000000004
34,1,CLF_COMP,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
35,1,CLF_UNION,9,11,27,1,27,1,1,3,6,9,0.1,0.30000000000000004
36,1,ORD-INTER,9,11,21,1,21,1,1,3,6,9,0.1,0.30000000000000004
37,1,ORD-UNION,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
38,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
39,1,ORD-COMP,3,5,9,1,9,1,1,3,6,9,0.1,0.30000000000000004
40,2,CARD,6,5,12,3,17,2,1,3,6,9,0.1,0.30000000000000004
41,2,CARD_COMP,6,5,12,3,17,2,1,3,6,9,0.1,0.30000000000000004
42,2,CLF_COMP,9,10,26,3,27,2,1,3,6,9,0.1,0.30000000000000004
43,2,CLF_UNION,9,10,26,3,27,2,1,3,6,9,0.1,0.30000000000000004
44,2,ORD-INTER,5,6,12,3,13,2,1,3,6,9,0.1,0.30000000000000004
45,2,ORD-UNION,3,4,8,3,9,2,1,3,6,9,0.1,0.30000000000000004
46,2,ORD-COMP,3,4,8,3,9,2,1,3,6,9,0.1,0.30000000000000004
47,2,ORD-COMP,3,4,8,3,9,2,1,3,6,9,0.1,0.30000000000000004
48,2,CARD,6,5,12,3,17,2,1,3,6,9,0.1,0.30000000000000004
49,2,CARD_COMP,6,5,12,3,17,2,1,3,6,9,0.1,0.30000000000000004
50,2,CLF_COMP,9,10,26,3,27,2,1,3,6,9,0.1,0.30000000000000004
51,2,CLF_UNION,9,10,26,3,27,2,1,3,6,9,0.1,0.30000000000000004
52,2,ORD-INTER,5,6,12,3,13,2,1,3,6,9,0.1,0.30000000000000004
53,2,ORD-UNION,3,4,8,3,9,2,1,3,6,9,0.1,0.30000000000000004
54,2,ORD-COMP,3,4,8,3,9,2,1,3,6,9,0.1,0.30000000000000004
55,2,ORD-COMP,3,4,8,3,9,2,1,3,6,9,0.1,0.30000000000000004
56,2,CARD,6,5,12,3,17,2,1,3,6,9,0.1,0.30000000000000004
57,2,CARD_COMP,6,5,12,3,17,2,1,3,6,9,0.1,0.30000000000000004
58,2,CLF_COMP,9,10,26,3,27,2,1,3,6,9,0.1,0.30000000000000004
59,2,CLF_UNION,9,10,26,3,27,2,1,3,6,9,0.1,0.30000000000000004
60,2,ORD-INTER,5,6,12,3,13,2,1,3,6,9,0.1,0.30000000000000004
