,budget,model,correct,wrong,total,n_pref_input,n_pref_output,theta_size,theta_additivity,n_items,n_test_subsets,n_tiers,alpha,p
0,1,CARD,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
1,1,CARD_COMP,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
2,1,CLF_COMP,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
3,1,CLF_UNION,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
4,1,ORD-INTER,10,10,21,1,21,1,1,3,6,9,0.1,0.7000000000000001
5,1,ORD-UNION,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
6,1,ORD-COMP,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
7,1,ORD-COMP,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
8,1,CARD,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
9,1,CARD_COMP,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
10,1,CLF_COMP,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
11,1,CLF_UNION,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
12,1,ORD-INTER,10,10,21,1,21,1,1,3,6,9,0.1,0.7000000000000001
13,1,ORD-UNION,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
14,1,ORD-COMP,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
15,1,ORD-COMP,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
16,1,CARD,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
17,1,CARD_COMP,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
18,1,CLF_COMP,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
19,1,CLF_UNION,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
20,1,ORD-INTER,10,10,21,1,21,1,1,3,6,9,0.1,0.7000000000000001
21,1,ORD-UNION,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
22,1,ORD-COMP,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
23,1,ORD-COMP,4,4,9,1,9,1,1,3,6,9,0.1,0.7000000000000001
24,1,CARD,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
25,1,CARD_COMP,4,4,9,1,21,1,1,3,6,9,0.1,0.7000000000000001
26,1,CLF_COMP,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
27,1,CLF_UNION,10,10,27,1,27,1,1,3,6,9,0.1,0.7000000000000001
